,node_id1,node_id2,label_id1,label_id2,ibd_sum
6923,node_362,node_499,южные-русские,южные-русские,8.0507
6924,node_362,node_505,южные-русские,южные-русские,26.186
6925,node_362,node_561,южные-русские,южные-русские,12.499
6926,node_362,node_591,южные-русские,южные-русские,10.0624
6927,node_362,node_690,южные-русские,южные-русские,8.02898
6928,node_362,node_845,южные-русские,южные-русские,11.7925
6929,node_362,node_954,южные-русские,северные-русские,18.1856
6930,node_362,node_995,южные-русские,южные-русские,11.5769
6931,node_362,node_1097,южные-русские,южные-русские,10.7683
6932,node_362,node_1108,южные-русские,южные-русские,8.47072
6933,node_362,node_1125,южные-русские,северные-русские,10.1795
6934,node_362,node_1142,южные-русские,южные-русские,12.8871
6935,node_362,node_1236,южные-русские,южные-русские,11.1651
6936,node_362,node_1286,южные-русские,южные-русские,8.89096
6937,node_362,node_1330,южные-русские,северные-русские,9.33177
6938,node_362,node_1342,южные-русские,северные-русские,15.268
6939,node_362,node_1395,южные-русские,северные-русские,8.49098
6940,node_362,node_1497,южные-русские,южные-русские,12.7972
6941,node_362,node_1580,южные-русские,южные-русские,8.866
6942,node_362,node_1603,южные-русские,южные-русские,9.70402
6943,node_362,node_1697,южные-русские,южные-русские,10.345
6944,node_362,node_1851,южные-русские,южные-русские,12.798
6945,node_362,node_1856,южные-русские,южные-русские,11.7195
6946,node_362,node_1900,южные-русские,южные-русские,16.3094
6947,node_362,node_2093,южные-русские,северные-русские,10.7248
6948,node_362,node_2104,южные-русские,южные-русские,13.2878
6949,node_362,node_2186,южные-русские,южные-русские,8.79147
6950,node_362,node_2333,южные-русские,южные-русские,11.6896
6951,node_362,node_2433,южные-русские,южные-русские,9.27875
6952,node_362,node_2457,южные-русские,белорусы,8.83297
6953,node_362,node_2498,южные-русские,южные-русские,10.0661
6954,node_363,node_395,южные-русские,южные-русские,8.20555
6955,node_363,node_494,южные-русские,южные-русские,8.96968
6956,node_363,node_628,южные-русские,северные-русские,8.33073
6957,node_363,node_668,южные-русские,южные-русские,9.38574
6958,node_363,node_751,южные-русские,южные-русские,10.507
6959,node_363,node_756,южные-русские,южные-русские,12.8436
6960,node_363,node_790,южные-русские,южные-русские,15.8912
6961,node_363,node_793,южные-русские,южные-русские,8.43247
6962,node_363,node_956,южные-русские,южные-русские,12.7822
6963,node_363,node_1031,южные-русские,южные-русские,17.8269
6964,node_363,node_1075,южные-русские,южные-русские,11.7033
6965,node_363,node_1110,южные-русские,южные-русские,9.33359
6966,node_363,node_1288,южные-русские,северные-русские,12.5277
6967,node_363,node_1546,южные-русские,южные-русские,10.6396
6968,node_363,node_1687,южные-русские,южные-русские,9.05063
6969,node_363,node_1728,южные-русские,белорусы,28.581
6970,node_363,node_1731,южные-русские,украинцы,17.1136
6971,node_363,node_1862,южные-русские,южные-русские,10.7578
6972,node_363,node_1875,южные-русские,северные-русские,12.1237
6973,node_363,node_2023,южные-русские,южные-русские,9.11346
6974,node_363,node_2092,южные-русские,южные-русские,11.2867
6975,node_363,node_2346,южные-русские,северные-русские,8.18275
6976,node_363,node_2357,южные-русские,южные-русские,10.7234
6977,node_363,node_2493,южные-русские,южные-русские,10.7441
6978,node_363,node_2497,южные-русские,южные-русские,15.8937
6979,node_363,node_2499,южные-русские,южные-русские,9.2921
6980,node_363,node_2507,южные-русские,украинцы,8.36582
6981,node_363,node_2510,южные-русские,белорусы,11.489
6982,node_364,node_461,белорусы,белорусы,11.5235
6983,node_364,node_505,белорусы,южные-русские,8.34042
6984,node_364,node_551,белорусы,южные-русские,8.68993
6985,node_364,node_649,белорусы,северные-русские,8.8796
6986,node_364,node_822,белорусы,белорусы,8.60745
6987,node_364,node_842,белорусы,белорусы,8.56998
6988,node_364,node_910,белорусы,южные-русские,8.63305
6989,node_364,node_1158,белорусы,южные-русские,8.08922
6990,node_364,node_1181,белорусы,белорусы,12.3366
6991,node_364,node_1196,белорусы,южные-русские,9.80302
6992,node_364,node_1221,белорусы,белорусы,15.4052
6993,node_364,node_1225,белорусы,белорусы,9.56043
6994,node_364,node_1348,белорусы,южные-русские,8.01717
6995,node_364,node_1447,белорусы,южные-русские,8.57063
6996,node_364,node_1458,белорусы,южные-русские,9.09192
6997,node_364,node_1528,белорусы,южные-русские,8.78823
6998,node_364,node_1639,белорусы,южные-русские,10.9509
6999,node_364,node_1640,белорусы,белорусы,8.51645
7000,node_364,node_1716,белорусы,южные-русские,11.5755
7001,node_364,node_1857,белорусы,южные-русские,9.04462
7002,node_364,node_1885,белорусы,южные-русские,10.218
7003,node_364,node_1998,белорусы,южные-русские,19.5777
7004,node_364,node_2006,белорусы,южные-русские,9.57894
7005,node_364,node_2170,белорусы,белорусы,14.9808
7006,node_364,node_2258,белорусы,белорусы,8.83214
7007,node_364,node_2454,белорусы,южные-русские,8.2564
7008,node_364,node_2573,белорусы,белорусы,9.76982
7009,node_365,node_387,южные-русские,южные-русские,15.8235
7010,node_365,node_410,южные-русские,южные-русские,8.93112
7011,node_365,node_466,южные-русские,южные-русские,8.12101
7012,node_365,node_469,южные-русские,южные-русские,8.02953
7013,node_365,node_506,южные-русские,южные-русские,15.1187
7014,node_365,node_518,южные-русские,северные-русские,8.04081
7015,node_365,node_583,южные-русские,южные-русские,9.75444
7016,node_365,node_586,южные-русские,северные-русские,10.7807
7017,node_365,node_659,южные-русские,южные-русские,9.97417
7018,node_365,node_751,южные-русские,южные-русские,10.4779
7019,node_365,node_820,южные-русские,южные-русские,9.15722
7020,node_365,node_1152,южные-русские,северные-русские,18.4634
7021,node_365,node_1183,южные-русские,южные-русские,8.56132
7022,node_365,node_1322,южные-русские,южные-русские,9.95837
7023,node_365,node_1420,южные-русские,северные-русские,8.40084
7024,node_365,node_1433,южные-русские,южные-русские,8.62744
7025,node_365,node_1480,южные-русские,белорусы,8.26098
7026,node_365,node_1546,южные-русские,южные-русские,12.4862
7027,node_365,node_1566,южные-русские,южные-русские,16.2564
7028,node_365,node_1594,южные-русские,южные-русские,9.33667
7029,node_365,node_1791,южные-русские,южные-русские,26.6495
7030,node_365,node_1903,южные-русские,белорусы,9.15146
7031,node_365,node_1904,южные-русские,южные-русские,8.03005
7032,node_365,node_1956,южные-русские,южные-русские,10.2704
7033,node_365,node_1990,южные-русские,северные-русские,10.8064
7034,node_365,node_2041,южные-русские,южные-русские,9.75224
7035,node_365,node_2160,южные-русские,северные-русские,8.38874
7036,node_365,node_2185,южные-русские,северные-русские,8.11939
7037,node_365,node_2224,южные-русские,северные-русские,10.0685
7038,node_365,node_2285,южные-русские,южные-русские,11.3199
7039,node_365,node_2315,южные-русские,южные-русские,8.32184
7040,node_365,node_2368,южные-русские,белорусы,8.12496
7041,node_365,node_2388,южные-русские,южные-русские,10.3006
7042,node_365,node_2404,южные-русские,южные-русские,10.0801
7043,node_365,node_2476,южные-русские,южные-русские,14.8416
7044,node_365,node_2492,южные-русские,южные-русские,8.19905
7045,node_365,node_2561,южные-русские,белорусы,8.06364
7046,node_366,node_384,южные-русские,южные-русские,9.00101
7047,node_366,node_720,южные-русские,белорусы,8.45277
7048,node_366,node_784,южные-русские,южные-русские,15.0874
7049,node_366,node_809,южные-русские,южные-русские,8.16176
7050,node_366,node_854,южные-русские,южные-русские,8.28048
7051,node_366,node_917,южные-русские,северные-русские,11.0845
7052,node_366,node_945,южные-русские,южные-русские,13.2962
7053,node_366,node_1047,южные-русские,южные-русские,8.91357
7054,node_366,node_1102,южные-русские,южные-русские,8.3802
7055,node_366,node_1472,южные-русские,южные-русские,10.2928
7056,node_366,node_1547,южные-русские,южные-русские,10.8204
7057,node_366,node_1613,южные-русские,южные-русские,8.64967
7058,node_366,node_1638,южные-русские,северные-русские,8.67262
7059,node_366,node_1679,южные-русские,южные-русские,8.42198
7060,node_366,node_1720,южные-русские,южные-русские,8.32301
7061,node_366,node_1722,южные-русские,южные-русские,8.37877
7062,node_366,node_1765,южные-русские,украинцы,10.8187
7063,node_366,node_1898,южные-русские,южные-русские,8.59596
7064,node_366,node_1918,южные-русские,южные-русские,8.41744
7065,node_366,node_2052,южные-русские,белорусы,10.5131
7066,node_366,node_2083,южные-русские,южные-русские,8.0929
7067,node_366,node_2145,южные-русские,северные-русские,9.47169
7068,node_366,node_2266,южные-русские,южные-русские,21.0214
7069,node_366,node_2279,южные-русские,южные-русские,9.64481
7070,node_366,node_2315,южные-русские,южные-русские,9.51269
7071,node_366,node_2492,южные-русские,южные-русские,8.07328
7072,node_366,node_2597,южные-русские,белорусы,9.17805
7073,node_367,node_648,южные-русские,южные-русские,9.44935
7074,node_367,node_719,южные-русские,южные-русские,8.46391
7075,node_367,node_773,южные-русские,южные-русские,9.5106
7076,node_367,node_775,южные-русские,южные-русские,10.8455
7077,node_367,node_837,южные-русские,южные-русские,12.4051
7078,node_367,node_941,южные-русские,северные-русские,8.47914
7079,node_367,node_1081,южные-русские,южные-русские,9.7123
7080,node_367,node_1112,южные-русские,южные-русские,8.21779
7081,node_367,node_1652,южные-русские,южные-русские,10.8003
7082,node_367,node_1714,южные-русские,южные-русские,8.04445
7083,node_367,node_1802,южные-русские,южные-русские,8.22944
7084,node_367,node_1904,южные-русские,южные-русские,9.7123
7085,node_367,node_2110,южные-русские,южные-русские,8.35861
7086,node_367,node_2338,южные-русские,южные-русские,11.544
7087,node_368,node_434,северные-русские,южные-русские,9.57316
7088,node_368,node_495,северные-русские,северные-русские,9.86752
7089,node_368,node_608,северные-русские,северные-русские,11.9699
7090,node_368,node_628,северные-русские,северные-русские,8.02827
7091,node_368,node_646,северные-русские,украинцы,13.8179
7092,node_368,node_667,северные-русские,северные-русские,12.3694
7093,node_368,node_670,северные-русские,белорусы,8.20745
7094,node_368,node_805,северные-русские,северные-русские,9.27501
7095,node_368,node_821,северные-русские,северные-русские,16.0017
7096,node_368,node_869,северные-русские,украинцы,12.2551
7097,node_368,node_986,северные-русские,белорусы,10.6977
7098,node_368,node_1110,северные-русские,южные-русские,9.20564
7099,node_368,node_1407,северные-русские,южные-русские,8.5091
7100,node_368,node_1487,северные-русские,северные-русские,10.2823
7101,node_368,node_1810,северные-русские,белорусы,8.22759
7102,node_368,node_1956,северные-русские,южные-русские,13.3346
7103,node_368,node_2190,северные-русские,северные-русские,9.1348
7104,node_368,node_2501,северные-русские,южные-русские,9.13992
7105,node_368,node_2592,северные-русские,украинцы,10.6971
7106,node_369,node_375,южные-русские,южные-русские,8.7702
7107,node_369,node_381,южные-русские,южные-русские,8.30177
7108,node_369,node_411,южные-русские,южные-русские,11.8229
7109,node_369,node_505,южные-русские,южные-русские,11.9882
7110,node_369,node_524,южные-русские,южные-русские,9.45271
7111,node_369,node_611,южные-русские,южные-русские,10.7603
7112,node_369,node_714,южные-русские,южные-русские,19.17
7113,node_369,node_837,южные-русские,южные-русские,8.12241
7114,node_369,node_970,южные-русские,белорусы,12.0385
7115,node_369,node_981,южные-русские,южные-русские,9.93099
7116,node_369,node_1000,южные-русские,северные-русские,8.04246
7117,node_369,node_1224,южные-русские,южные-русские,9.29849
7118,node_369,node_1270,южные-русские,белорусы,8.6787
7119,node_369,node_1274,южные-русские,южные-русские,8.30277
7120,node_369,node_1382,южные-русские,южные-русские,8.1973
7121,node_369,node_1501,южные-русские,южные-русские,9.00659
7122,node_369,node_1859,южные-русские,южные-русские,9.92839
7123,node_369,node_1918,южные-русские,южные-русские,12.3382
7124,node_369,node_1932,южные-русские,южные-русские,8.70476
7125,node_369,node_1954,южные-русские,южные-русские,8.77592
7126,node_369,node_1956,южные-русские,южные-русские,8.01024
7127,node_369,node_2033,южные-русские,южные-русские,12.405
7128,node_369,node_2152,южные-русские,южные-русские,9.59001
7129,node_369,node_2283,южные-русские,южные-русские,8.44867
7130,node_369,node_2299,южные-русские,южные-русские,10.9028
7131,node_369,node_2342,южные-русские,южные-русские,12.354
7132,node_369,node_2475,южные-русские,белорусы,11.8663
7133,node_369,node_2580,южные-русские,украинцы,8.16328
7134,node_370,node_453,северные-русские,северные-русские,9.92205
7135,node_370,node_486,северные-русские,южные-русские,10.6853
7136,node_370,node_587,северные-русские,белорусы,10.4096
7137,node_370,node_794,северные-русские,северные-русские,13.1547
7138,node_370,node_805,северные-русские,северные-русские,9.6681
7139,node_370,node_840,северные-русские,южные-русские,13.1088
7140,node_370,node_851,северные-русские,северные-русские,9.30644
7141,node_370,node_883,северные-русские,южные-русские,9.24068
7142,node_370,node_906,северные-русские,южные-русские,9.38921
7143,node_370,node_944,северные-русские,украинцы,9.58463
7144,node_370,node_953,северные-русские,северные-русские,9.74673
7145,node_370,node_1100,северные-русские,северные-русские,10.4285
7146,node_370,node_1199,северные-русские,северные-русские,8.34904
7147,node_370,node_1200,северные-русские,южные-русские,9.60295
7148,node_370,node_1572,северные-русские,южные-русские,9.3962
7149,node_370,node_1603,северные-русские,южные-русские,8.10616
7150,node_370,node_1629,северные-русские,северные-русские,14.7688
7151,node_370,node_1783,северные-русские,южные-русские,9.38519
7152,node_370,node_2041,северные-русские,южные-русские,11.1204
7153,node_370,node_2176,северные-русские,северные-русские,11.6521
7154,node_370,node_2213,северные-русские,северные-русские,9.66322
7155,node_370,node_2223,северные-русские,южные-русские,8.58154
7156,node_370,node_2360,северные-русские,белорусы,8.68268
7157,node_370,node_2362,северные-русские,белорусы,8.41839
7158,node_370,node_2413,северные-русские,южные-русские,8.17947
7159,node_370,node_2443,северные-русские,белорусы,9.65181
7160,node_370,node_2528,северные-русские,белорусы,8.60131
7161,node_371,node_376,южные-русские,южные-русские,9.69572
7162,node_371,node_441,южные-русские,южные-русские,16.5923
7163,node_371,node_471,южные-русские,южные-русские,8.37513
7164,node_371,node_536,южные-русские,южные-русские,11.2997
7165,node_371,node_540,южные-русские,южные-русские,10.1525
7166,node_371,node_577,южные-русские,белорусы,10.9279
7167,node_371,node_630,южные-русские,северные-русские,11.5395
7168,node_371,node_678,южные-русские,южные-русские,8.89182
7169,node_371,node_878,южные-русские,южные-русские,10.7289
7170,node_371,node_960,южные-русские,южные-русские,11.0355
7171,node_371,node_1013,южные-русские,южные-русские,12.2912
7172,node_371,node_1121,южные-русские,украинцы,23.6104
7173,node_371,node_1141,южные-русские,южные-русские,9.96698
7174,node_371,node_1149,южные-русские,южные-русские,8.7422
7175,node_371,node_1313,южные-русские,южные-русские,12.4253
7176,node_371,node_1335,южные-русские,южные-русские,8.40767
7177,node_371,node_1342,южные-русские,северные-русские,9.62104
7178,node_371,node_1411,южные-русские,южные-русские,8.4329
7179,node_371,node_1418,южные-русские,южные-русские,23.1172
7180,node_371,node_1423,южные-русские,южные-русские,8.08683
7181,node_371,node_1431,южные-русские,южные-русские,10.3958
7182,node_371,node_1795,южные-русские,белорусы,9.38718
7183,node_371,node_1911,южные-русские,южные-русские,12.355
7184,node_371,node_2003,южные-русские,южные-русские,8.8139
7185,node_371,node_2114,южные-русские,южные-русские,8.47043
7186,node_371,node_2174,южные-русские,южные-русские,9.7039
7187,node_371,node_2356,южные-русские,южные-русские,9.43673
7188,node_371,node_2593,южные-русские,белорусы,8.43435
7189,node_372,node_534,белорусы,северные-русские,10.2835
7190,node_372,node_718,белорусы,южные-русские,10.4817
7191,node_372,node_795,белорусы,южные-русские,8.80783
7192,node_372,node_898,белорусы,северные-русские,9.36736
7193,node_372,node_1072,белорусы,украинцы,8.42057
7194,node_372,node_1203,белорусы,северные-русские,12.6187
7195,node_372,node_1225,белорусы,белорусы,8.91968
7196,node_372,node_1254,белорусы,украинцы,12.8599
7197,node_372,node_1417,белорусы,белорусы,10.1806
7198,node_372,node_1515,белорусы,северные-русские,9.54071
7199,node_372,node_1592,белорусы,белорусы,10.0022
7200,node_372,node_1888,белорусы,северные-русские,10.1933
7201,node_372,node_2080,белорусы,белорусы,8.17776
7202,node_372,node_2100,белорусы,южные-русские,10.7323
7203,node_372,node_2143,белорусы,южные-русские,16.3477
7204,node_372,node_2321,белорусы,южные-русские,9.60426
7205,node_372,node_2439,белорусы,южные-русские,8.12275
7206,node_372,node_2520,белорусы,белорусы,17.4878
7207,node_373,node_391,южные-русские,южные-русские,9.17951
7208,node_373,node_494,южные-русские,южные-русские,8.58937
7209,node_373,node_589,южные-русские,северные-русские,9.59225
7210,node_373,node_599,южные-русские,южные-русские,10.9406
7211,node_373,node_627,южные-русские,северные-русские,8.75199
7212,node_373,node_640,южные-русские,белорусы,9.45513
7213,node_373,node_812,южные-русские,северные-русские,13.0545
7214,node_373,node_874,южные-русские,северные-русские,9.79501
7215,node_373,node_899,южные-русские,южные-русские,8.4396
7216,node_373,node_941,южные-русские,северные-русские,8.61648
7217,node_373,node_980,южные-русские,южные-русские,9.01689
7218,node_373,node_1019,южные-русские,южные-русские,8.43292
7219,node_373,node_1088,южные-русские,южные-русские,13.6385
7220,node_373,node_1119,южные-русские,южные-русские,8.72673
7221,node_373,node_1170,южные-русские,южные-русские,10.16
7222,node_373,node_1189,южные-русские,северные-русские,11.9721
7223,node_373,node_1522,южные-русские,белорусы,22.4199
7224,node_373,node_1590,южные-русские,южные-русские,8.11159
7225,node_373,node_1644,южные-русские,южные-русские,8.813
7226,node_373,node_1670,южные-русские,северные-русские,10.1379
7227,node_373,node_1971,южные-русские,южные-русские,8.33228
7228,node_373,node_1972,южные-русские,южные-русские,23.6706
7229,node_373,node_2222,южные-русские,южные-русские,18.5178
7230,node_373,node_2281,южные-русские,белорусы,8.50396
7231,node_373,node_2322,южные-русские,северные-русские,9.54521
7232,node_373,node_2428,южные-русские,южные-русские,9.32856
7233,node_373,node_2436,южные-русские,южные-русские,11.259
7234,node_373,node_2458,южные-русские,южные-русские,11.473
7235,node_373,node_2469,южные-русские,южные-русские,9.39427
7236,node_374,node_460,северные-русские,белорусы,9.96644
7237,node_374,node_478,северные-русские,южные-русские,13.0433
7238,node_374,node_666,северные-русские,северные-русские,11.9437
7239,node_374,node_874,северные-русские,северные-русские,12.3009
7240,node_374,node_988,северные-русские,белорусы,9.25999
7241,node_374,node_1210,северные-русские,южные-русские,8.31603
7242,node_374,node_1221,северные-русские,белорусы,8.19569
7243,node_374,node_1411,северные-русские,южные-русские,9.59334
7244,node_374,node_1484,северные-русские,южные-русские,15.9994
7245,node_374,node_1646,северные-русские,северные-русские,10.7883
7246,node_374,node_2071,северные-русские,южные-русские,8.23924
7247,node_374,node_2326,северные-русские,северные-русские,9.6868
7248,node_374,node_2356,северные-русские,южные-русские,8.83797
7249,node_374,node_2358,северные-русские,северные-русские,10.5987
7250,node_375,node_399,южные-русские,северные-русские,8.34294
7251,node_375,node_425,южные-русские,южные-русские,22.2604
7252,node_375,node_484,южные-русские,южные-русские,9.61021
7253,node_375,node_506,южные-русские,южные-русские,9.83412
7254,node_375,node_603,южные-русские,южные-русские,8.08371
7255,node_375,node_627,южные-русские,северные-русские,9.25284
7256,node_375,node_641,южные-русские,южные-русские,9.60611
7257,node_375,node_679,южные-русские,южные-русские,10.3893
7258,node_375,node_740,южные-русские,южные-русские,9.41695
7259,node_375,node_903,южные-русские,южные-русские,9.34064
7260,node_375,node_1162,южные-русские,южные-русские,16.3566
7261,node_375,node_1166,южные-русские,южные-русские,8.68452
7262,node_375,node_1223,южные-русские,северные-русские,9.30734
7263,node_375,node_1478,южные-русские,южные-русские,8.82932
7264,node_375,node_1501,южные-русские,южные-русские,8.59753
7265,node_375,node_1562,южные-русские,южные-русские,8.58603
7266,node_375,node_1671,южные-русские,южные-русские,8.2995
7267,node_375,node_1739,южные-русские,белорусы,12.944
7268,node_375,node_1780,южные-русские,южные-русские,11.9981
7269,node_375,node_1798,южные-русские,южные-русские,8.10605
7270,node_375,node_1867,южные-русские,белорусы,8.88286
7271,node_375,node_2057,южные-русские,южные-русские,8.29586
7272,node_375,node_2132,южные-русские,северные-русские,8.02576
7273,node_375,node_2215,южные-русские,южные-русские,8.61646
7274,node_375,node_2223,южные-русские,южные-русские,8.53219
7275,node_375,node_2259,южные-русские,южные-русские,11.7144
7276,node_375,node_2307,южные-русские,южные-русские,8.78313
7277,node_375,node_2394,южные-русские,южные-русские,8.03069
7278,node_376,node_389,южные-русские,южные-русские,28.4499
7279,node_376,node_403,южные-русские,южные-русские,8.5587
7280,node_376,node_494,южные-русские,южные-русские,15.5895
7281,node_376,node_565,южные-русские,украинцы,8.179
7282,node_376,node_596,южные-русские,северные-русские,9.27551
7283,node_376,node_604,южные-русские,южные-русские,9.19107
7284,node_376,node_646,южные-русские,украинцы,9.48045
7285,node_376,node_654,южные-русские,южные-русские,8.25769
7286,node_376,node_804,южные-русские,южные-русские,9.60874
7287,node_376,node_807,южные-русские,южные-русские,8.63311
7288,node_376,node_829,южные-русские,южные-русские,8.54423
7289,node_376,node_859,южные-русские,украинцы,12.9366
7290,node_376,node_877,южные-русские,южные-русские,16.2995
7291,node_376,node_885,южные-русские,южные-русские,10.6237
7292,node_376,node_911,южные-русские,южные-русские,9.44761
7293,node_376,node_994,южные-русские,южные-русские,10.5883
7294,node_376,node_1006,южные-русские,северные-русские,14.2985
7295,node_376,node_1070,южные-русские,северные-русские,16.206
7296,node_376,node_1198,южные-русские,белорусы,8.76067
7297,node_376,node_1201,южные-русские,южные-русские,14.12
7298,node_376,node_1210,южные-русские,южные-русские,8.69419
7299,node_376,node_1219,южные-русские,южные-русские,9.2177
7300,node_376,node_1230,южные-русские,южные-русские,25.466
7301,node_376,node_1249,южные-русские,северные-русские,8.74036
7302,node_376,node_1413,южные-русские,южные-русские,8.50566
7303,node_376,node_1415,южные-русские,южные-русские,10.6439
7304,node_376,node_1422,южные-русские,южные-русские,11.5386
7305,node_376,node_1467,южные-русские,южные-русские,8.22697
7306,node_376,node_1731,южные-русские,украинцы,8.52066
7307,node_376,node_1773,южные-русские,северные-русские,8.61163
7308,node_376,node_1800,южные-русские,южные-русские,8.41516
7309,node_376,node_1849,южные-русские,северные-русские,8.11166
7310,node_376,node_1870,южные-русские,южные-русские,8.11443
7311,node_376,node_1898,южные-русские,южные-русские,8.38623
7312,node_376,node_1927,южные-русские,северные-русские,8.2897
7313,node_376,node_1939,южные-русские,северные-русские,10.7501
7314,node_376,node_1947,южные-русские,северные-русские,11.2871
7315,node_376,node_1976,южные-русские,южные-русские,8.66789
7316,node_376,node_1979,южные-русские,северные-русские,9.03592
7317,node_376,node_1998,южные-русские,южные-русские,9.4939
7318,node_376,node_2037,южные-русские,белорусы,8.85474
7319,node_376,node_2101,южные-русские,белорусы,8.20471
7320,node_376,node_2162,южные-русские,южные-русские,10.9751
7321,node_376,node_2223,южные-русские,южные-русские,8.14064
7322,node_376,node_2237,южные-русские,украинцы,11.8205
7323,node_376,node_2277,южные-русские,южные-русские,8.3646
7324,node_376,node_2291,южные-русские,южные-русские,15.3294
7325,node_376,node_2302,южные-русские,северные-русские,14.9495
7326,node_376,node_2333,южные-русские,южные-русские,9.46135
7327,node_376,node_2427,южные-русские,южные-русские,8.23322
7328,node_376,node_2448,южные-русские,южные-русские,8.31853
7329,node_376,node_2497,южные-русские,южные-русские,8.80344
7330,node_376,node_2500,южные-русские,южные-русские,8.72502
7331,node_376,node_2512,южные-русские,белорусы,9.16896
7332,node_376,node_2524,южные-русские,украинцы,8.98705
7333,node_376,node_2540,южные-русские,украинцы,8.34489
7334,node_376,node_2541,южные-русские,белорусы,18.0179
7335,node_376,node_2544,южные-русские,украинцы,9.30452
7336,node_376,node_2553,южные-русские,белорусы,8.04518
7337,node_377,node_507,украинцы,южные-русские,11.6295
7338,node_377,node_832,украинцы,южные-русские,8.46931
7339,node_377,node_883,украинцы,южные-русские,8.19106
7340,node_377,node_1765,украинцы,украинцы,16.387
7341,node_377,node_1935,украинцы,украинцы,8.45428
7342,node_377,node_2274,украинцы,южные-русские,9.58946
7343,node_378,node_622,южные-русские,южные-русские,11.912
7344,node_378,node_690,южные-русские,южные-русские,9.87976
7345,node_378,node_729,южные-русские,белорусы,8.79684
7346,node_378,node_792,южные-русские,южные-русские,12.5968
7347,node_378,node_917,южные-русские,северные-русские,10.1073
7348,node_378,node_940,южные-русские,южные-русские,8.33951
7349,node_378,node_1030,южные-русские,южные-русские,8.79264
7350,node_378,node_1060,южные-русские,южные-русские,9.82912
7351,node_378,node_1084,южные-русские,южные-русские,8.48109
7352,node_378,node_1158,южные-русские,южные-русские,16.0151
7353,node_378,node_1167,южные-русские,белорусы,8.28405
7354,node_378,node_1368,южные-русские,северные-русские,11.5079
7355,node_378,node_1524,южные-русские,украинцы,8.00443
7356,node_378,node_1694,южные-русские,украинцы,8.46599
7357,node_378,node_1954,южные-русские,южные-русские,9.07257
7358,node_378,node_2032,южные-русские,южные-русские,8.13594
7359,node_378,node_2099,южные-русские,южные-русские,8.36479
7360,node_378,node_2463,южные-русские,южные-русские,9.72463
7361,node_378,node_2543,южные-русские,белорусы,8.26833
7362,node_379,node_400,южные-русские,южные-русские,9.40518
7363,node_379,node_423,южные-русские,южные-русские,10.6649
7364,node_379,node_541,южные-русские,белорусы,9.44779
7365,node_379,node_549,южные-русские,южные-русские,15.6113
7366,node_379,node_903,южные-русские,южные-русские,12.8597
7367,node_379,node_941,южные-русские,северные-русские,8.18387
7368,node_379,node_1165,южные-русские,южные-русские,13.1174
7369,node_379,node_1186,южные-русские,южные-русские,8.99605
7370,node_379,node_1221,южные-русские,белорусы,10.597
7371,node_379,node_1273,южные-русские,южные-русские,8.5744
7372,node_379,node_1295,южные-русские,южные-русские,8.05643
7373,node_379,node_1306,южные-русские,южные-русские,11.465
7374,node_379,node_1355,южные-русские,белорусы,10.8216
7375,node_379,node_1404,южные-русские,южные-русские,10.1357
7376,node_379,node_1615,южные-русские,южные-русские,9.15829
7377,node_379,node_1671,южные-русские,южные-русские,10.5774
7378,node_379,node_1798,южные-русские,южные-русские,8.00591
7379,node_379,node_2054,южные-русские,южные-русские,8.34326
7380,node_379,node_2190,южные-русские,северные-русские,8.05999
7381,node_379,node_2284,южные-русские,северные-русские,8.27521
7382,node_379,node_2290,южные-русские,южные-русские,10.2787
7383,node_379,node_2342,южные-русские,южные-русские,8.19782
7384,node_379,node_2344,южные-русские,южные-русские,16.1661
7385,node_379,node_2377,южные-русские,южные-русские,8.33838
7386,node_379,node_2427,южные-русские,южные-русские,8.41714
7387,node_380,node_525,южные-русские,южные-русские,8.28662
7388,node_380,node_756,южные-русские,южные-русские,14.1338
7389,node_380,node_901,южные-русские,белорусы,9.89992
7390,node_380,node_915,южные-русские,южные-русские,9.77118
7391,node_380,node_966,южные-русские,южные-русские,8.70958
7392,node_380,node_1011,южные-русские,южные-русские,9.51378
7393,node_380,node_1128,южные-русские,украинцы,8.40234
7394,node_380,node_1133,южные-русские,южные-русские,8.88859
7395,node_380,node_1146,южные-русские,северные-русские,8.24614
7396,node_380,node_1264,южные-русские,южные-русские,23.2013
7397,node_380,node_1319,южные-русские,южные-русские,8.91222
7398,node_380,node_1566,южные-русские,южные-русские,11.2126
7399,node_380,node_1610,южные-русские,южные-русские,8.18683
7400,node_380,node_2202,южные-русские,южные-русские,9.14411
7401,node_380,node_2244,южные-русские,южные-русские,11.5737
7402,node_380,node_2408,южные-русские,южные-русские,11.3129
7403,node_381,node_524,южные-русские,южные-русские,8.28694
7404,node_381,node_540,южные-русские,южные-русские,8.04587
7405,node_381,node_693,южные-русские,южные-русские,8.4856
7406,node_381,node_816,южные-русские,южные-русские,8.70471
7407,node_381,node_866,южные-русские,южные-русские,8.66785
7408,node_381,node_992,южные-русские,северные-русские,9.61993
7409,node_381,node_1012,южные-русские,южные-русские,10.2431
7410,node_381,node_1266,южные-русские,южные-русские,10.4362
7411,node_381,node_1306,южные-русские,южные-русские,19.3119
7412,node_381,node_1342,южные-русские,северные-русские,14.8261
7413,node_381,node_1512,южные-русские,белорусы,11.9132
7414,node_381,node_1540,южные-русские,южные-русские,8.16818
7415,node_381,node_1667,южные-русские,южные-русские,8.43058
